3Alpha_Code,Name_En,Scientific_Name,Family,Order,Major_Group,ISSCAAP_Group,CPC_Class,CPC_Group
SYT,Nursehound,Scyliorhinus stellaris,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
SYB,Polkadot catshark,Scyliorhinus besnardi,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
SYA,Boa catshark,Scyliorhinus boa,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
SYP,Yellowspotted catshark,Scyliorhinus capensis,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
SYE,West African catshark,Scyliorhinus cervigoni,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
SYG,Brownspotted catshark,Scyliorhinus garmani,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
SYH,Freckled catshark,Scyliorhinus haeckelii,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
SYU,Whitesaddled catshark,Scyliorhinus hesperius,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
SYM,Blotched catshark,Scyliorhinus meadi,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
SYF,Chain catshark,Scyliorhinus retifer,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
SYK,,Scyliorhinus tokubee,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
SYZ,Cloudy catshark,Scyliorhinus torazame,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
SYI,Dwarf catshark,Scyliorhinus torrei,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
SCL,"Catsharks, nursehounds nei",Scyliorhinus spp,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
SHV,Narrowmouthed catshark,Schroederichthys bivius,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
SHY,Redspotted catshark,Schroederichthys chilensis,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
SHU,Narrowtail catshark,Schroederichthys maculatus,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
SHN,Slender catshark,Schroederichthys tenuis,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ASY,Australian spotted catshark,Asymbolus analis,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ASV,Gulf catshark,Asymbolus vincenti,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
AXM,,Asymbolus spp,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
BZO,Bach’s catshark,Bythaelurus bachi,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
BZL,Narrowhead catshark,Bythaelurus tenuicephalus,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ATM,Australian marbled catshark,Atelomycterus macleayi,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ATY,Coral catshark,Atelomycterus marmoratus,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
HPE,Puffadder shyshark,Haploblepharus edwardsii,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
HPF,Brown shyshark,Haploblepharus fuscus,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
HPP,Dark shyshark,Haploblepharus pictus,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
HOP,African spotted catshark,Holohalaelurus punctatus,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
HOR,Izak catshark,Holohalaelurus regani,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
PAH,Campeche catshark,Parmaturus campechiensis,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
PAE,McMillan's cat shark,Parmaturus macmillani,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
PAV,Blackgill catshark,Parmaturus melanobranchius,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
PAW,Salamander shark,Parmaturus pilosus,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
PAY,Filetail catshark,Parmaturus xaniurus,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CSA,,Apristurus acanutus,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CSU,Atlantic ghost catshark,Apristurus atlanticus,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CSN,Brown catshark,Apristurus brunneus,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CSQ,Hoary catshark,Apristurus canutus,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CSG,,Apristurus gibbosus,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CSW,Longfin catshark,Apristurus herklotsi,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
APD,Smallbelly catshark,Apristurus indicus,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
APV,Broadnose catshark,Apristurus investigatoris,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CSJ,Japanese catshark,Apristurus japonicus,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CSZ,Longnose catshark,Apristurus kampae,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
APQ,Iceland catshark,Apristurus laurussonii,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CSF,Longhead catshark,Apristurus longicephalus,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CSX,Flathead catshark,Apristurus macrorhynchus,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
APM,,Apristurus macrostomus,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
APF,Madeira catshark,Apristurus maderensis,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
APA,Ghost catshark,Apristurus manis,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
APX,Smalleye catshark,Apristurus microps,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
APY,,Apristurus micropterygeus,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
APW,Largenose catshark,Apristurus nasutus,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
APK,Smallfin catshark,Apristurus parvipinnis,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
APZ,Spatulasnout catshark,Apristurus platyrhynchus,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
APP,Deep-water catshark,Apristurus profundorum,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CSV,Broadgill catshark,Apristurus riveri,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
APC,Saldanha catshark,Apristurus saldanha,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
APJ,Pale catshark,Apristurus sibogae,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ASI,South China catshark,Apristurus sinensis,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ASO,Spongehead catshark,Apristurus spongiceps,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ASE,Panama ghost catshark,Apristurus stenseni,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ASW,Borneo catshark,Apristurus verweyi,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
API,Deep-water catsharks,Apristurus spp,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
AUK,Kanakorum catshark,Aulohalaelurus kanakorum,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
AUL,Australian blackspot catshark,Aulohalaelurus labiosus,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
HAA,Arabian catshark,Halaelurus alcocki,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
HAB,Speckled catshark,Halaelurus boesemani,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
HAE,Blackspotted catshark,Halaelurus buergeri,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
HAN,Dusky catshark,Halaelurus canescens,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
HAO,New Zealand catshark,Halaelurus dawsoni,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
HAH,Bristly catshark,Halaelurus hispidus,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
HAV,Spotless catshark,Halaelurus immaculatus,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
HAY,Lined catshark,Halaelurus lineatus,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
HAG,Mud catshark,Halaelurus lutarius,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
HAK,Tiger catshark,Halaelurus natalensis,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
HAQ,Quagga catshark,Halaelurus quagga,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
PEU,Onefin catshark,Pentanchus profundicolus,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CPF,Reticulated swellshark,Cephaloscyllium fasciatum,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CPS,Draughtsboard shark,Cephaloscyllium isabellum,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CPT,Australian swellshark,Cephaloscyllium laticeps,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CPN,Whitefinned swellshark,Cephaloscyllium nascione,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CPA,Indian swellshark,Cephaloscyllium silasi,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CPH,Balloon shark,Cephaloscyllium sufflans,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CPB,Blotchy swell shark,Cephaloscyllium umbratile,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CPV,Swellshark,Cephaloscyllium ventriosum,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CPC,Lollipop catshark,Cephalurus cephalus,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
POU,Striped catshark,Poroderma africanum,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
POE,Barbeled catshark,Poroderma marleyi,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
POH,Leopard catshark,Poroderma pantherinum,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
SYX,"Catsharks, etc. nei",Scyliorhinidae,SCYLIORHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
BSH,Blue shark,Prionace glauca,CARCHARHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CIO,Daggernose shark,Isogomphodon oxyrhynchus,CARCHARHINIDAE,CARCHARHINIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
